image_id,qr_index,x0,y0,x1,y1,x2,y2,x3,y3,content
bright_spotsimage025_jpg.rf.3ffb604e381e0043e8cfc3aba41017f8,1,386.14,368.05,501.22,369.42,500.18,456.81,385.1,455.44,Version 2 QR Code Test Image
bright_spotsimage025_jpg.rf.3ffb604e381e0043e8cfc3aba41017f8,2,130.38,253.82,319.49,251.21,321.5,396.69,132.39,399.3,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
IMG_20220602_155807_jpg.rf.43e889b9612363989d4eed2b989e63cc,0,436.29,356.61,549.54,381.2,533.25,456.23,420.0,431.63,
rotationsimage043_jpg.rf.3d1cf43cee48db4236b9a5457e3bd53a,0,375.21,422.98,538.57,430.93,533.12,542.92,369.76,534.97,Version 2 QR Code Test Image
rotationsimage043_jpg.rf.3d1cf43cee48db4236b9a5457e3bd53a,1,444.68,314.7,562.65,317.74,560.64,395.61,442.67,392.57,Version 1 QR
rotationsimage043_jpg.rf.3d1cf43cee48db4236b9a5457e3bd53a,2,52.22,283.67,301.35,277.28,305.14,425.09,56.01,431.48,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
IMG_20220602_172141_jpg.rf.3679d3efbfa7c8e980bfede0f1b68a3f,0,435.42,394.15,470.63,396.53,468.9,422.06,433.69,419.67,
4864169133_jpg.rf.409e2b2974e618f35ac4cae3b74c13b3,0,558.85,421.04,610.92,426.53,602.57,505.74,550.5,500.25,
4864169133_jpg.rf.409e2b2974e618f35ac4cae3b74c13b3,1,288.22,71.93,347.55,70.0,351.09,179.06,291.77,180.98,http://tinyurl.com/2e9edeg
4864169133_jpg.rf.409e2b2974e618f35ac4cae3b74c13b3,2,149.22,87.38,194.33,84.59,200.15,178.55,155.04,181.35,http://tinyurl.com/2fmwa8p
4864169133_jpg.rf.409e2b2974e618f35ac4cae3b74c13b3,3,123.82,377.52,140.26,367.78,151.92,387.46,135.48,397.2,
bright_spotsimage007_jpg.rf.404a566d68481364e783c2664a6c47ee,0,334.25,237.32,418.51,237.56,418.34,299.11,334.08,298.87,
bright_spotsimage007_jpg.rf.404a566d68481364e783c2664a6c47ee,1,150.58,153.69,288.53,155.95,286.77,263.61,148.82,261.36,
bright_spotsimage007_jpg.rf.404a566d68481364e783c2664a6c47ee,2,365.91,158.68,440.97,160.98,439.15,220.14,364.1,217.84,Version 1 QR
IMG_20220530_143641_jpg.rf.4441fcffef22602347d78fdee71ca124,,,,,,,,,,
4498433956_jpg.rf.44ddaa447aa0e3584c32f5534f9fc6ca,0,73.71,157.19,291.78,171.05,274.72,439.58,56.65,425.72,MECARD:N:Sam Ley;TEL:3039002662;URL:http://www.phidauex.com;EMAIL:sam.ley@gmail.com;;
4498433956_jpg.rf.44ddaa447aa0e3584c32f5534f9fc6ca,1,334.56,178.0,557.22,147.19,595.26,422.06,372.6,452.87,http://www.phidauex.com/qrcode2
4597824773_jpg.rf.42f85e9b306a65c26a2e23d139f577e2,0,485.72,176.99,599.09,158.83,621.56,299.12,508.19,317.28,http://m.uba.uva.nl
4597824773_jpg.rf.42f85e9b306a65c26a2e23d139f577e2,1,247.14,418.69,334.4,397.69,363.52,518.63,276.27,539.64,
4597824773_jpg.rf.42f85e9b306a65c26a2e23d139f577e2,2,149.19,315.2,227.76,329.64,210.58,423.07,132.01,408.62,
4597824773_jpg.rf.42f85e9b306a65c26a2e23d139f577e2,3,341.46,42.93,454.58,46.12,450.55,188.94,337.44,185.75,http://m.uba.uva.nl
4597824773_jpg.rf.42f85e9b306a65c26a2e23d139f577e2,4,497.47,461.26,596.54,410.03,661.79,536.22,562.71,587.45,http://m.uba.uva.nl
4462727544_jpg.rf.3bc652a0e28a342fd4620681ab3b0c41,0,162.86,233.83,282.33,201.65,314.01,319.27,194.53,351.45,http://www.concern.net/twestival
perspectiveimage022_jpg.rf.3eece662051261b4354556d4e8d9dc37,0,192.66,208.95,341.3,203.56,349.63,432.95,200.99,438.35,TEST 10 CM
high_versionimage028_jpg.rf.46610d0cac0a3c49abf28afa53dcc514,0,78.68,35.11,586.96,44.11,577.16,597.1,68.88,588.1,"QR code (abbreviated from Quick Response Code) is the trademark for a type of matrix barcode (or two-dimensional barcode) first designed in 1994 for the automotive industry in Japan.[1] A barcode is a machine-readable optical label that contains information about the item to which it is attached. In practice, QR codes often contain data for a locator, identifier, or tracker that points to a website or application. A QR code uses four standardized encoding modes (numeric, alphanumeric, byte/binary, and kanji) to store data efficiently; extensions may also be used.[2]
sdfgksjdflkgjsdkfgiotmbx,cmvbofghjoaasdfaERYYKLLDFGSDFFFFFFFFFFFFFFFFFFFFFF"
rotationsimage007_jpg.rf.46fd7243d9c1cae8a7a8765fea4769ac,0,261.55,377.3,491.84,367.49,499.54,548.1,269.24,557.91,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rotationsimage007_jpg.rf.46fd7243d9c1cae8a7a8765fea4769ac,1,345.46,209.66,490.58,214.59,487.0,319.7,341.89,314.77,Version 2 QR Code Test Image
rotationsimage007_jpg.rf.46fd7243d9c1cae8a7a8765fea4769ac,2,187.48,232.84,312.27,227.32,316.25,317.31,191.46,322.82,Version 1 QR
damagedimage010_jpg.rf.477d578cdc41b2532e2b6a9d9b61542a,0,120.05,128.4,516.88,172.43,479.58,508.5,82.75,464.47,amzn.to/socialqr
IMG_20220602_173108_jpg.rf.3ad294e51f69f80f43b80f0dea99b0d8,0,332.64,381.25,372.79,388.74,366.38,423.1,326.23,415.61,https://pluripinheiros.com.br/
curvedimage006_jpg.rf.47a42adb0d8527fecceab90c5df965bc,0,327.43,371.65,407.88,436.72,354.26,503.0,273.82,437.94,
closeimage025_jpg.rf.47ab9eef13e73059c0f946bf7d732964,0,36.19,252.04,618.19,246.2,621.63,588.28,39.63,594.13,VERSION 1 6CM
3875393950_jpg.rf.481f8e62d4323b7caf82e88b8c588197,0,193.29,171.19,488.06,149.58,504.54,374.35,209.77,395.96,
2758648750_jpg.rf.48b1166878e854c0f8fbbcd7bacc6a0a,0,47.37,50.01,564.56,56.73,557.78,579.03,40.59,572.31,
pathologicalimage002_png_jpg.rf.49d797bd820efd47581ee076debdaeef,0,50.81,46.6,582.9,51.61,577.82,590.91,45.73,585.9,MAILTO:name@myemail.com
IMG_20220601_162509_jpg.rf.4dc28bbfd6251c017484590d9b435cea,0,510.76,444.8,570.75,444.29,571.19,496.13,511.19,496.63,
IMG_20220602_174445_jpg.rf.49c50ee61b2ff55b6b1e4e52d2c47fbc,0,514.86,477.44,585.14,476.0,586.29,532.17,516.02,533.62,
high_versionimage030_jpg.rf.4cbcc9ac7c97d71923cb4584ab97d6e0,0,200.31,57.71,383.67,32.85,446.53,496.37,263.17,521.23,
1107_U72oYkT2C_jpg.rf.4de721b27b89c5c33866f8940af4dc38,0,199.42,196.78,396.03,201.53,391.88,373.62,195.26,368.88,http://www.lubes.id/197/U72oYkT2C
shadowsimage011_jpg.rf.483b77979d8c4e5704c5a03ae06f4df1,0,140.38,125.37,502.6,126.31,501.56,527.81,139.34,526.87,
IMG_20220602_174540_jpg.rf.4ef5ed15770f12b4e530812ff1550a52,0,275.03,272.86,327.93,271.49,328.98,312.17,276.09,313.55,
closeimage001_jpg.rf.540a4f2a3b77a9fc366c56c063a9a99a,0,33.64,137.7,591.4,131.46,596.56,592.04,38.79,598.28,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
closeimage026_jpg.rf.4fcfcfa463775560b00f9f7e8ad9e6f2,0,33.62,253.87,618.22,239.51,626.25,566.23,41.65,580.59,VERSION 2 8CM
3977415218_jpg.rf.580493250aa2f795b793612956747e39,0,169.33,218.45,217.07,219.31,215.89,284.8,168.15,283.94,http://semapedia.org/v/Gaz_naturel/fr
2888182451_jpg.rf.519ee83c87490e1c2016c3a4d3ffd098,0,71.09,174.22,293.3,173.61,294.07,457.03,71.86,457.64,http://p8t.ch/yrrt2
3360048252_jpg.rf.56644d048d4a3a82e04feb7695af3d5b,0,176.56,145.23,403.34,142.93,406.34,438.28,179.57,440.59,URL:http://www.cityofmanor.org/smartcodes/17.html
rotationsimage027_jpg.rf.570674e72f103adda5c1a4079cd4478d,0,442.31,243.94,580.12,254.39,573.82,337.43,436.01,326.98,Version 2 QR Code Test Image
rotationsimage027_jpg.rf.570674e72f103adda5c1a4079cd4478d,1,93.97,290.85,413.12,288.09,414.73,474.05,95.58,476.8,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rotationsimage027_jpg.rf.570674e72f103adda5c1a4079cd4478d,2,320.61,186.88,436.33,193.7,432.5,258.73,316.78,251.92,Version 1 QR
3950836668_jpg.rf.4e17a8792e25c243da9dcfa6dc8c126b,0,410.13,269.24,435.0,269.89,433.49,327.73,408.62,327.09,
2590705769_jpg.rf.5322dce0b75168584f1b6e5cdddfe547,0,351.72,165.17,567.7,159.18,577.32,505.79,361.34,511.78,
nominalimage046_jpg.rf.5827b212bd1390d4472c63bf19200cb8,0,299.01,216.23,369.26,212.73,373.26,292.89,303.0,296.39,http://www.boschautoparts.com/qr/icon.aspx
nominalimage046_jpg.rf.5827b212bd1390d4472c63bf19200cb8,1,315.75,423.1,389.11,433.89,376.5,519.59,303.14,508.8,http://www.boschautoparts.com/qr/icon.aspx
2825376970_jpg.rf.5795c9e1bf557505582f41bdd17b1ed9,0,276.93,96.65,384.35,94.1,387.02,206.72,279.6,209.27,www.tagmore.com/esmadrid
2825376970_jpg.rf.5795c9e1bf557505582f41bdd17b1ed9,1,51.01,209.46,82.92,212.54,80.77,234.88,48.86,231.8,
3412308815_jpg.rf.5935316454c709ddd589e7660ba605dd,0,122.27,222.08,211.87,222.65,211.23,321.89,121.64,321.32,http://farm4.static.flickr.com/3622/3365920462_0e43960e07.jpg
v3VCard-BasicWikipedia_png_jpg.rf.5a89567c1be749618f7305d937d560eb,0,20.27,-14.69,620.17,-4.36,609.7,603.29,9.8,592.96,"BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
5206766403_jpg.rf.5a5b530204aed827a904b652a969ae27,0,221.1,221.03,261.98,223.08,260.49,252.95,219.6,250.9,http://bby.us/?c=BAIMU1
5206766403_jpg.rf.5a5b530204aed827a904b652a969ae27,1,409.07,166.73,447.87,166.07,448.36,194.6,409.56,195.26,
3989685099_jpg.rf.4d2be83273cc091c532b6d07398e20db,0,522.21,439.69,553.29,439.68,553.3,479.54,522.22,479.54,
shadowsimage001_jpg.rf.5224cbeeacf10b6772542825ade8961e,0,431.07,218.89,593.45,218.24,593.89,328.87,431.52,329.52,Version 2 QR Code Test Image
shadowsimage001_jpg.rf.5224cbeeacf10b6772542825ade8961e,1,76.94,88.55,304.63,79.32,311.68,253.48,83.99,262.7,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
shadowsimage001_jpg.rf.5224cbeeacf10b6772542825ade8961e,2,479.85,62.34,610.66,62.16,610.81,164.42,479.99,164.6,Version 1 QR
blurredimage008_jpg.rf.57893d7e9d73029709accef966aaa4a5,0,92.96,251.49,354.32,120.31,500.28,411.11,238.92,542.3,
3841778451_jpg.rf.49c5c69f5c806163fadb936c2f67b464,0,63.26,206.77,165.58,208.93,164.2,274.13,61.88,271.97,http://recochoku.jp/vbeans/
3841778451_jpg.rf.49c5c69f5c806163fadb936c2f67b464,1,513.82,200.0,566.15,232.5,515.5,314.05,463.17,281.54,http://recochoku.jp/vbeans/
3841778451_jpg.rf.49c5c69f5c806163fadb936c2f67b464,2,172.7,326.29,234.56,329.04,232.89,366.88,171.02,364.14,
3841778451_jpg.rf.49c5c69f5c806163fadb936c2f67b464,3,476.11,392.31,667.21,382.89,673.16,503.66,482.07,513.08,
2824550145_jpg.rf.5af2ed264b6dd72045399576960d4446,0,305.28,290.41,336.0,291.16,335.09,328.35,304.37,327.6,
IMG_20220604_164414_jpg.rf.5ea985023f9442cfff34e2be9a47fb4b,0,324.31,173.52,383.44,175.55,382.29,209.07,323.16,207.04,
4778908748_jpg.rf.5bed9fda48c1969568b5609ad051c20c,0,184.73,106.12,402.4,114.31,395.01,310.7,177.34,302.51,http://www.perfick.com
2591540510_jpg.rf.5d04c0b50db5ed9c91b5607a23f54366,0,177.44,126.53,429.09,124.98,431.39,497.25,179.73,498.81,Happy 1st Birthday GeekUp Leeds! http://www.geekup.org
IMG_20220603_120920_jpg.rf.61281f38b4f56dd6fecf1a19e9c9653f,,,,,,,,,,
perspectiveimage026_jpg.rf.612d2749fb058fd4250a1531cd47f860,0,245.7,178.3,351.52,180.63,346.8,394.55,240.98,392.21,TEST 10 CM
2822148224_jpg.rf.644a3f5d54bfcdc5f4fc9d78e87b0866,0,139.82,219.29,294.35,212.45,298.12,297.68,143.59,304.53,http://mobilistics.de/v/mb
3704756357_jpg.rf.633129aaffeaa8c6f99ead0b88eeb882,0,175.21,84.06,462.73,86.71,459.2,470.5,171.68,467.85,http://streetartdealer.com/launch
2700376493_jpg.rf.63fd97afafd46cd0cbb71a1e4f86e5f0,0,460.44,21.62,500.38,15.22,509.01,69.08,469.08,75.48,
4578_W4wHVVfAB_jpg.rf.5ba83ba8efacd41391516bdb38255ac9,0,234.93,196.45,440.17,187.23,448.65,375.94,243.4,385.16,http://lubes.id/191/W4wHVVfAB
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,0,374.65,285.22,469.04,285.39,468.79,417.16,374.4,416.99,http://en.wikipedia.org/wiki/Wrexham_F.C.
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,1,137.02,366.62,232.3,367.66,230.8,505.13,135.51,504.09,http://en.wikipedia.org/wiki/Goa
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,2,15.58,28.12,111.19,20.12,121.94,148.66,26.34,156.66,http://en.wikipedia.org/wiki/Llanrhaeadr-ym-Mochnant
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,3,27.35,244.06,124.88,257.27,106.3,394.47,8.77,381.25,http://en.wikipedia.org/wiki/Psytrance
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,4,355.17,50.86,451.5,71.32,426.36,189.66,330.03,169.2,http://en.wikipedia.org/wiki/Socialism
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,5,381.73,471.93,467.06,480.1,456.83,586.92,371.49,578.74,http://en.wikipedia.org/wiki/All_the_President's_Men_(film)
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,6,279.28,334.55,348.47,335.78,346.75,432.53,277.57,431.3,"http://en.wikipedia.org/wiki/Washington,_D.C."
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,7,16.2,473.34,135.22,476.68,130.97,627.56,11.95,624.21,http://en.wikipedia.org/wiki/Shenandoah_National_Park
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,8,182.01,259.81,255.99,248.1,271.14,343.75,197.16,355.46,http://en.wikipedia.org/wiki/Jean-Luc_Godard
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,9,474.74,421.81,546.16,421.48,546.62,518.92,475.19,519.25,http://en.wikipedia.org/wiki/Charlottesville
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,10,484.2,271.35,536.15,269.34,538.74,336.14,486.78,338.15,http://en.wikipedia.org/wiki/House_music
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,11,459.32,94.78,553.85,120.07,521.8,239.84,427.27,214.55,http://www.labour.org.uk/
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,12,239.01,448.72,361.25,449.61,359.99,622.67,237.76,621.78,http://en.wikipedia.org/wiki/Panchgani
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,13,260.33,243.18,316.96,237.97,323.71,311.3,267.07,316.51,http://en.wikipedia.org/wiki/Peter_Greenaway
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,14,562.06,16.75,617.15,10.53,625.19,81.8,570.09,88.02,http://en.wikipedia.org/wiki/Banksy
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,15,550.76,208.66,604.61,200.79,614.51,268.49,560.66,276.36,http://en.wikipedia.org/wiki/Aaron_Copland
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,16,483.97,345.7,536.82,344.65,538.17,412.89,485.33,413.94,http://en.wikipedia.org/wiki/London
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,17,164.85,29.93,292.91,41.8,276.65,217.21,148.59,205.34,http://en.wikipedia.org/wiki/Wales
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,18,561.83,295.4,621.82,302.96,610.87,389.92,550.87,382.37,http://en.wikipedia.org/wiki/E._E._Cummings
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,19,523.64,498.47,620.09,495.44,624.24,627.01,527.78,630.05,http://en.wikipedia.org/wiki/Agnosticism
2895474717_jpg.rf.684fa824c2ffcae1f654c45d255a8f2a,20,587.17,101.87,640.16,112.27,625.83,185.34,572.83,174.94,http://en.wikipedia.org/wiki/Stan_Brakhage
closeimage027_jpg.rf.6ce7553157f16d672dc220e00810fee3,0,4.22,244.32,602.19,250.18,598.68,609.21,0.71,603.35,VERSION 2 8CM
perspectiveimage013_jpg.rf.672aa6c57127a124921c557ad4eeac62,0,296.88,240.32,365.55,236.63,373.7,388.38,305.04,392.07,TEST 10 CM
5079234799_jpg.rf.65426f587c20a00f5658939426e5be28,0,524.16,369.49,563.82,368.4,565.83,442.17,526.17,443.25,
5079234799_jpg.rf.65426f587c20a00f5658939426e5be28,1,96.29,310.76,124.11,314.37,115.09,383.84,87.28,380.23,
1951360565_jpg.rf.6911a36dcc6fd06c27ef7d695576d3ac,0,132.03,189.19,383.13,158.76,421.73,477.3,170.64,507.73,IT'S BACK ON DVD SEPTEMBER 10th
3635425508_jpg.rf.68dfc83a4d219328fb38b55818fa0e57,0,308.38,218.94,481.29,300.26,378.73,518.31,205.83,436.99,QRing on www.fluid-forms.com
glareimage048_jpg.rf.68c0ad4d0a1fcd26218a9d687906d693,0,102.48,100.99,540.71,98.6,542.91,502.1,104.68,504.49,
nominalimage030_jpg.rf.6332f4055d1eda17b2f4d7ad76951aa5,0,142.44,255.21,263.61,255.81,262.62,456.54,141.45,455.94,http://onramp.ehi.com/HYUN/ACNT/4SE/US/?v=KMHCT4AE3GU107709
4474_W4vDbqmdB_jpg.rf.6407242ed70f1093c120bee6ec54ca38,0,235.96,212.65,442.33,211.9,443.02,403.51,236.66,404.26,http://lubes.id/191/W4vDbqmdB
3044664106_jpg.rf.60b5f791706e6c552f26d9374074374d,0,47.32,476.32,117.73,477.0,116.83,570.61,46.42,569.93,http://v.tigtags.com/mof/djILjsY-bDc
3044664106_jpg.rf.60b5f791706e6c552f26d9374074374d,1,361.96,274.96,382.93,273.47,385.02,302.77,364.05,304.27,
4949259371_jpg.rf.627db2b4e874222a326712d26900ba29,0,79.14,185.56,485.57,144.81,499.85,287.18,93.41,327.93,
glareimage027_jpg.rf.6c6cd6bde550cb4b4de57590d92954bd,0,164.9,338.54,401.75,341.44,399.55,521.03,162.7,518.14,http://uqr.me/acgovdehvehicles
5182903578_jpg.rf.6e23ba183122bb5a94b0f99906cdf69c,0,228.8,296.26,452.49,325.59,424.86,536.35,201.17,507.02,http://TriOutNC.com/406/qr-f24b971ae98f7ac86b4c9ee24b32197f
nominalimage032_jpg.rf.62f79d5286514fa9b91c2243219a0d46,0,267.81,284.51,406.0,282.31,407.7,389.2,269.51,391.4,http://weixin.qq.com/r/FnUnPxnE2kSlrV1c9yAE
nominalimage055_jpg.rf.60363a88c92ac288a462be31625e7302,0,130.39,75.99,587.97,84.24,580.23,513.02,122.66,504.77,http://www.bestekmall.com/
rotationsimage039_jpg.rf.72a35f714ca0cd2323e8f4b59ade5815,0,109.36,376.49,270.04,380.12,267.57,489.8,106.88,486.18,Version 2 QR Code Test Image
rotationsimage039_jpg.rf.72a35f714ca0cd2323e8f4b59ade5815,1,342.15,419.93,494.55,426.24,489.9,538.52,337.51,532.21,Version 1 QR
rotationsimage039_jpg.rf.72a35f714ca0cd2323e8f4b59ade5815,2,245.79,209.12,454.46,204.4,457.14,322.9,248.47,327.62,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
curvedimage026_jpg.rf.6cc0d2ebaee9e7586772aaa5d2840c20,0,295.83,341.01,405.31,334.69,411.91,448.88,302.43,455.2,
pathologicalimage022_png_jpg.rf.6ea10ddda62aedc610c6faeffa48634e,0,49.44,43.59,598.09,50.99,590.69,599.41,42.04,592.01,MAILTO:name@myemail.com
IMG_20220601_164334_jpg.rf.7229626b6990835f16b9201e88b93023,0,343.44,191.17,398.04,181.65,404.98,221.4,350.38,230.93,
IMG_20220530_190424_jpg.rf.72fc1f8c35113f996f3e1a7586fe4dc3,0,377.72,307.15,471.37,311.83,467.6,387.29,373.95,382.61,
IMG_20220530_190424_jpg.rf.72fc1f8c35113f996f3e1a7586fe4dc3,1,139.26,316.5,192.21,321.65,189.23,352.19,136.29,347.04,
3979822916_jpg.rf.70f16a9c2b29f16ad77647ab55d163e0,0,467.01,231.74,500.38,234.05,498.63,259.42,465.25,257.12,
monitorimage016_jpg.rf.6e020d2f91eb8b49582c78a104169539,0,58.49,35.2,612.68,49.07,598.84,602.08,44.65,588.21,This is a computer generated QR Code
blurredimage011_jpg.rf.73864a3c2a1abc5eea08a18618d14bbb,0,283.02,117.08,516.44,105.17,534.42,457.59,301.01,469.5,HTTPS://NUTS.COM/QR/retail_piece/51707477?sku=7030-01
damagedimage019_jpg.rf.74b9904daa7a0f4c92b4183efc97325b,0,220.72,272.61,478.37,287.65,465.86,501.94,208.21,486.9,PETERABELES041.PremierSubaruFremont.com
high_versionimage021_jpg.rf.8170d5e733f7d83ca09d0fb98cc0fbe4,0,24.12,4.73,618.56,14.54,608.83,604.05,14.39,594.24,"QR code (abbreviated from Quick Response Code) is the trademark for a type of matrix barcode (or two-dimensional barcode) first designed in 1994 for the automotive industry in Japan.[1] A barcode is a machine-readable optical label that contains information about the item to which it is attached. In practice, QR codes often contain data for a locator, identifier, or tracker that points to a website or application. A QR code uses four standardized encoding modes (numeric, alphanumeric, byte/binary, and kanji) to store data efficiently; extensions may also be used.[2]
sdfgksjdflkgjsdkfgiotmbx,cmvbofghjoaasdfaERYYKLLDFGSDFFFFFFFFFFFFFFFFFFFFFF"
damagedimage036_jpg.rf.765d3decae39e7f61dc948a76d3dede6,0,198.71,193.77,427.67,182.06,444.77,516.46,215.81,528.17,"{""sortInfo"":{""KCVG"":""OAK5D6""},""lastNode"":""OAK5"",""cids"":{""pkey"":""180602164519461309359670201AZ""}}"
closeimage029_jpg.rf.7e2de957c389e67db206cb7561d04026,0,18.72,148.02,591.86,129.6,606.58,587.57,33.44,605.99,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
IMG_20220601_165001_jpg.rf.7ae43aeddac575c828252288b2119144,,,,,,,,,,
IMG_20220602_160055_jpg.rf.84496b4f025a07656185cc6831af1b44,0,381.47,426.63,457.31,429.54,455.0,489.86,379.16,486.95,https://www.youtube.com/user/vejapontocom
2117739855_jpg.rf.7fcf301a9ffd6e758f4e7fa79543e4e2,0,300.1,324.74,330.82,326.89,329.11,351.3,298.38,349.15,
4506678195_jpg.rf.8b5ced0fa2cde3efb65e18fd93f75ca3,0,210.5,232.57,297.74,227.27,305.81,360.17,218.57,365.46,
0071851287_jpg.rf.8043ec0c5f4dbf2cd093af36eaf4cd23,0,69.44,353.75,210.82,353.04,212.07,600.63,70.69,601.34,"<<バスナビ>>
http://www.busnavi.net/cgi-bin/tksubmenu.cgi?m=TK&a=b&k=&f=a&w=&d=a&s=130101810000
<<時刻表>>
http://www.tokyubus.co.jp/keitai/i/index.cgi?cd=2122232402,,,1,%82%A9,%82%A9,%82%A9%82%DD,,,1720313,
<<東急バスHP>>
http://tkbus.jp
"
4222589347_jpg.rf.881d5aa6c58beb6748e1879843201902,0,359.01,399.01,431.79,398.31,432.76,498.3,359.98,499.01,http://google.com/m/place?georestrict=input_srcid%3A16080c76cdc80b0d
5036846122_jpg.rf.7e2e23241c4394219ce9a86588f674f2,0,415.29,282.87,496.65,323.68,462.07,392.62,380.72,351.82,http://www.barcodeart.com
5036846122_jpg.rf.7e2e23241c4394219ce9a86588f674f2,1,200.52,284.96,293.73,291.67,288.21,368.31,195.0,361.61,
glareimage021_jpg.rf.7eeac3f79e49da7b2277bfc03ce00074,0,188.75,210.24,427.03,201.76,437.8,504.71,199.52,513.18,https://goo.gl/forms/ofwmcoJn1qN6HPb72
4340209507_jpg.rf.87958953f1c2ad2f1bec0e0842c7e4e6,0,427.99,151.74,456.8,152.42,455.8,194.33,427.0,193.64,
closeimage013_jpg.rf.884c18bcb475872e50eb16d9bc401aa3,0,14.01,97.2,597.78,89.15,604.41,570.13,20.65,578.18,VERSION 2 8CM
nominalimage028_jpg.rf.80879c69d95dea80ae4e0fe7c28ce895,0,350.87,379.04,558.26,379.19,558.16,529.62,350.76,529.47,0555506635839349055557
nominalimage028_jpg.rf.80879c69d95dea80ae4e0fe7c28ce895,1,68.02,380.2,270.47,379.94,270.67,531.1,68.22,531.36,0555506635839349055557
2328987432_jpg.rf.74ccf2c0fe8c1a78fff6da44b1f7d918,0,293.52,302.13,337.09,303.44,335.97,340.63,292.41,339.32,
2328987432_jpg.rf.74ccf2c0fe8c1a78fff6da44b1f7d918,1,297.48,356.41,337.47,357.75,336.71,380.28,296.72,378.94,
